Account,Phone,Date,City,Province,Amount
25132,,8-Feb,CHATHAM,ON,0.02
25132,,8-Feb,CHATHAM,ON,0.02
25838,,5-Feb,SYRACUSE,NY,0.07
25838,,8-Feb,WOODBRIDG,ON,0.01
28462,,1-Feb,TORONTO,ON,0.59
28462,,2-Feb,TORONTO,ON,1.17
28462,,2-Feb,KITCHEWTR,ON,0.01
28462,,2-Feb,CHATHAM,ON,0.02
28462,,2-Feb,SARNIA,ON,0.01
28462,,2-Feb,SARNIA,ON,0.02
28462,,2-Feb,LONDON,ON,0.02
28462,,2-Feb,GODERICH,ON,0.19
28462,,2-Feb,GODERICH,ON,0.02
28462,,3-Feb,SARNIA,ON,0.02
28462,,3-Feb,GODERICH,ON,0.06
28462,,4-Feb,TORONTO,ON,0.31
28462,,4-Feb,SARNIA,ON,0.02
28462,,4-Feb,TILBURY,ON,0.02
28462,,4-Feb,GODERICH,ON,0.01
28462,,4-Feb,TORONTO,ON,0.8
28462,,5-Feb,STAUGUSTI,FL,0.8
28462,,6-Feb,WALLACEBG,ON,0.07
28462,,6-Feb,SARNIA,ON,0.01
28462,,6-Feb,CHATHAM,ON,0.01
28546,,6-Feb,CHATHAM,ON,0.01
28546,,6-Feb,CHATHAM,ON,0.01
28546,,6-Feb,CHATHAM,ON,0.01
28546,,6-Feb,CHATHAM,ON,0.01
28546,,6-Feb,CHATHAM,ON,0.01
28546,,6-Feb,CHATHAM,ON,0.01
28546,,6-Feb,BLENHEIM,ON,0.01
28546,,6-Feb,CHATHAM,ON,0.01
28546,,6-Feb,CHATHAM,ON,0.01
28546,,6-Feb,WALLACEBG,ON,0.01
28546,,6-Feb,CHATHAM,ON,0.01
28546,,6-Feb,CHATHAM,ON,0.02
28546,,6-Feb,CHATHAM,ON,0.01
28546,,6-Feb,BLENHEIM,ON,0.01
28546,,8-Feb,CHATHAM,ON,0.02
28546,,8-Feb,SARNIA,ON,0.01
28546,,8-Feb,SEXSMITH,AB,0.02
28546,,8-Feb,SARNIA,ON,0.01
28546,,8-Feb,SARNIA,ON,0.01
28849,,1-Feb,CORUNNA,ON,0.02
28849,,1-Feb,WALLACEBG,ON,0.01
28849,,1-Feb,TILBURY,ON,0.03
28849,,2-Feb,TILBURY,ON,0.03
28849,,2-Feb,SARNIA,ON,0.01
28849,,2-Feb,CORUNNA,ON,0.12
28849,,3-Feb,CORUNNA,ON,0.01
28849,,3-Feb,CORUNNA,ON,0.01
28849,,3-Feb,CORUNNA,ON,0.01
28849,,3-Feb,CORUNNA,ON,0.01
28849,,3-Feb,CORUNNA,ON,0.06
28849,,4-Feb,FOREST,ON,0.02
28849,,4-Feb,CHATHAM,ON,0.01
28849,,4-Feb,LONDON,ON,0.02
28849,,5-Feb,CORUNNA,ON,0.02
28849,,5-Feb,SARNIA,ON,0.01
28849,,5-Feb,LONDON,ON,0.02
28849,,5-Feb,CHATHAM,ON,0.01
28849,,5-Feb,LONDON,ON,0.03
28849,,5-Feb,LONDON,ON,0.05
28849,,5-Feb,LONDON,ON,0.01
28849,,5-Feb,WALLACEBG,ON,0.01
28849,,5-Feb,CORUNNA,ON,0.07
28849,,6-Feb,WALLACEBG,ON,0.03
28849,,6-Feb,SASKATOON,SK,0.02
28849,,6-Feb,SASKATOON,SK,0.01
28849,,6-Feb,CORUNNA,ON,0.03
28849,,6-Feb,CHATHAM,ON,0.02
33759,,2-Feb,NORTHBROO,IL,0.64
33759,,5-Feb,KITCHEWTR,ON,0.16
35874,,4-Feb,TORONTO,ON,0.01
35896,,1-Feb,HICKORY,NC,0.03
35896,,2-Feb,HICKORY,NC,0.08
35896,,2-Feb,TORONTO,ON,0.02
35896,,3-Feb,SNFC CNTR,CA,0.09
35896,,5-Feb,SNFC CNTR,CA,0.18
35972,,1-Feb,KITCHEWTR,ON,0.03
36881,,1-Feb,GUELPH,ON,0.11
36881,,8-Feb,TORONTO,ON,0.03
36972,,2-Feb,TORONTO,ON,3.75
36972,,3-Feb,LINDSAY,ON,0.09
36972,,4-Feb,LINDSAY,ON,0.1
36972,,4-Feb,WOODBRIDG,ON,0.03
36987,,1-Feb,RANDLEMAN,NC,0.02
36987,,2-Feb,THORNHILL,ON,0.06
36987,,2-Feb,THORNHILL,ON,0.05
36987,,2-Feb,THORNHILL,ON,0.11
36987,,3-Feb,TORONTO,ON,0.17
36987,,4-Feb,THORNHILL,ON,0.02
36987,,4-Feb,TORONTO,ON,0.13
36987,,4-Feb,TORONTO,ON,0.02
36997,,1-Feb,PONTOTOC,MS,0.02
36997,,1-Feb,PONTOTOC,MS,0.03
36997,,2-Feb,THORNHILL,ON,0.02
36997,,5-Feb,TORONTO,ON,0.04
37265,,5-Feb,WINNIPEG,MB,0.01
37265,,5-Feb,WINNIPEG,MB,0.02
38748,,1-Feb,SARNIA,ON,0.56
38748,,3-Feb,TORONTO,ON,0.02
41297,,5-Feb,CHATHAM,ON,0.01
41297,,5-Feb,CHATHAM,ON,0.03
43889,,4-Feb,KANSASCIT,KS,0.02
44216,,1-Feb,NASSAUZN0,NY,0.01
44216,,1-Feb,CHATHAM,ON,0.01
44216,,1-Feb,BLENHEIM,ON,0.01
44216,,1-Feb,BLENHEIM,ON,0.01
44216,,1-Feb,CHATHAM,ON,0.01
44216,,1-Feb,CHATHAM,ON,0.01
44216,,1-Feb,PT LAMBTO,ON,0.01
44216,,1-Feb,CHATHAM,ON,0.01
44216,,1-Feb,CHATHAM,ON,0.01
44216,,1-Feb,CHATHAM,ON,0.01
44216,,1-Feb,CHATHAM,ON,0.01
44216,,2-Feb,CHATHAM,ON,0.01
44216,,2-Feb,WALLACEBG,ON,0.04
44216,,2-Feb,CHATHAM,ON,0.02
44216,,2-Feb,FOREST,ON,0.02
44216,,2-Feb,BRIGDEN,ON,0.01
44216,,2-Feb,SARNIA,ON,0.02
44216,,2-Feb,CHATHAM,ON,0.02
44216,,2-Feb,SARNIA,ON,0.01
44216,,5-Feb,SARNIA,ON,0.01
44216,,5-Feb,CHATHAM,ON,0.01
45386,,5-Feb,TORONTO,ON,0.05
45789,,1-Feb,LONDON,ON,0.01
45789,,1-Feb,SARNIA,ON,0.01
45789,,1-Feb,CHATHAM,ON,0.01
45789,,1-Feb,CHATHAM,ON,0.02
45789,,1-Feb,GODERICH,ON,0.01
45789,,1-Feb,BLENHEIM,ON,0.01
45789,,1-Feb,CHATHAM,ON,0.02
45789,,1-Feb,TILBURY,ON,0.01
45789,,1-Feb,PORT ELGI,ON,0.01
45789,,2-Feb,CHATHAM,ON,0.01
45789,,2-Feb,CHATHAM,ON,0.02
45789,,2-Feb,SARNIA,ON,0.01
45789,,2-Feb,CORUNNA,ON,0.01
45789,,5-Feb,BLENHEIM,ON,0.01
45789,,8-Feb,CHATHAM,ON,0.01
58793,,1-Feb,ROYAL OAK,MI,0.04
58793,,8-Feb,KNOXVILLE,TN,0.04
59393,,2-Feb,LADUE,MO,0.04
59393,,2-Feb,LADUE,MO,0.1
59479,,1-Feb,WYOMING,ON,0.02
59479,,1-Feb,CHATHAM,ON,0.01
59479,,1-Feb,CHATHAM,ON,0.01
59479,,1-Feb,CHATHAM,ON,0.01
59479,,2-Feb,LONDON,ON,0.01
59479,,2-Feb,BAYFIELD,ON,0.02
59479,,2-Feb,CHATHAM,ON,0.01
59479,,2-Feb,TILBURY,ON,0.02
59479,,2-Feb,SARNIA,ON,0.01
59479,,2-Feb,SARNIA,ON,0.01
59479,,2-Feb,SARNIA,ON,0.02
59479,,2-Feb,SARNIA,ON,0.01
59479,,2-Feb,LONDON,ON,0.02
59479,,2-Feb,KITCHEWTR,ON,0.01
59479,,2-Feb,KITCHEWTR,ON,0.01
59479,,2-Feb,GODERICH,ON,0.01
59479,,3-Feb,SARNIA,ON,0.01
59479,,3-Feb,SARNIA,ON,0.02
59479,,3-Feb,LONDON,ON,0.01
59479,,3-Feb,LONDON,ON,0.01
59479,,4-Feb,GODERICH,ON,0.02
59479,,4-Feb,CHATHAM,ON,0.02
59479,,4-Feb,CHATHAM,ON,0.01
59479,,4-Feb,LONDON,ON,0.01
59479,,4-Feb,LONDON,ON,0.01
59479,,5-Feb,CHATHAM,ON,0.01
59479,,5-Feb,BAYFIELD,ON,0.02
59479,,5-Feb,CHATHAM,ON,0.02
59479,,5-Feb,SARNIA,ON,0.02
59479,,5-Feb,CHATHAM,ON,0.02
59479,,5-Feb,LONDON,ON,0.02
59479,,8-Feb,TROY,MI,0.01
59479,,8-Feb,SARNIA,ON,0.12
59939,,8-Feb,LONDON,ON,0.01
59939,,8-Feb,CHATHAM,ON,0.01
59939,,8-Feb,TORONTO,ON,0.03
59939,,8-Feb,SARNIA,ON,0.03
59939,,8-Feb,LONDON,ON,0.01
59939,,8-Feb,MIDLAND,ON,0.01
59939,,8-Feb,HAMILTON,ON,0.02
59939,,8-Feb,SARNIA,ON,0.01
59939,,8-Feb,CHATHAM,ON,0.01
59939,,8-Feb,SARNIA,ON,0.01
59939,,8-Feb,SARNIA,ON,0.01
59939,,8-Feb,SARNIA,ON,0.01
59939,,8-Feb,CHATHAM,ON,0.01
59939,,8-Feb,CHATHAM,ON,0.01
59939,,8-Feb,CHATHAM,ON,0.01
59939,,8-Feb,CHATHAM,ON,0.01
59939,,8-Feb,CHATHAM,ON,0.01
59939,,8-Feb,LONDON,ON,0.02
59939,,8-Feb,SARNIA,ON,0.01
59998,,2-Feb,LACHINE,PQ,0.01
59998,,3-Feb,FARMINGDL,NY,0.01
59998,,3-Feb,SAN MONIC,CA,0.01
59998,,3-Feb,FARMINGDL,NY,0.02
59998,,3-Feb,FARMINGDL,NY,0.01
59998,,3-Feb,FARMINGDL,NY,0.03
59998,,3-Feb,FARMINGDL,NY,0.01
59998,,3-Feb,FARMINGDL,NY,0.01
59998,,4-Feb,LACHINE,PQ,0.06
59998,,4-Feb,LACHINE,PQ,0.04
59998,,4-Feb,THORNHILL,ON,0.24
59998,,4-Feb,THORNHILL,ON,0.08
59998,,4-Feb,THORNHILL,ON,0.04
59998,,8-Feb,LACHINE,PQ,0.08
61318,,1-Feb,SANGER,CA,0.01
61318,,1-Feb,CHARLES C,IA,0.11
61318,,1-Feb,TORONTO,ON,0.31
61332,,1-Feb,VANCOUVER,BC,0.01
61332,,1-Feb,CHATHAM,ON,0.03
61332,,1-Feb,SARNIA,ON,0.01
61332,,1-Feb,SARNIA,ON,0.04
61332,,1-Feb,SARNIA,ON,0.06
61332,,1-Feb,SARNIA,ON,0.01
61332,,1-Feb,SARNIA,ON,0.01
61332,,2-Feb,CHATHAM,ON,0.03
61332,,2-Feb,GODERICH,ON,0.01
61332,,2-Feb,SARNIA,ON,0.01
61332,,3-Feb,LONDON,ON,0.01
61332,,3-Feb,SARNIA,ON,0.01
61332,,3-Feb,SARNIA,ON,0.03
61332,,3-Feb,SARNIA,ON,0.02
61332,,3-Feb,SARNIA,ON,0.01
61332,,3-Feb,CHATHAM,ON,0.01
61332,,4-Feb,SARNIA,ON,0.23
61332,,4-Feb,BLENHEIM,ON,0.01
61332,,4-Feb,WALLACEBG,ON,0.01
61332,,5-Feb,PETROLIA,ON,0.02
61332,,5-Feb,RIDGETOWN,ON,0.01
61332,,5-Feb,CHATHAM,ON,0.01
61332,,5-Feb,CHATHAM,ON,0.01
61332,,5-Feb,CHATHAM,ON,0.01
61332,,5-Feb,SARNIA,ON,0.01
61332,,5-Feb,SARNIA,ON,0.01
61332,,5-Feb,SARNIA,ON,0.01
61332,,5-Feb,SARNIA,ON,0.01
61332,,6-Feb,CHATHAM,ON,0.03
61332,,6-Feb,PETROLIA,ON,0.08
61332,,8-Feb,SARNIA,ON,0.01
61332,,8-Feb,RIDGETOWN,ON,0.01
61332,,8-Feb,SARNIA,ON,0.01
62389,,1-Feb,CHATHAM,ON,0.03
62389,,1-Feb,TORONTO,ON,0.06
62389,,2-Feb,CHICGOZN0,IL,0.01
62389,,2-Feb,CHICAGO,IL,0.24
62389,,2-Feb,CHICAGO,IL,0.01
62389,,2-Feb,CHICGOZN0,IL,0.32
62389,,2-Feb,TILBURY,ON,0.01
62389,,2-Feb,TILBURY,ON,0.03
62389,,3-Feb,CORUNNA,ON,0.03
62389,,3-Feb,SARNIA,ON,0.01
62389,,4-Feb,AJAXPCKRN,ON,0.01
62389,,6-Feb,TIMMINS,ON,0.03
62389,,6-Feb,TROY,MI,0.06
62389,,6-Feb,TROY,MI,0.1
62389,,6-Feb,TILBURY,ON,0.03
62389,,7-Feb,MT CLEMEN,MI,0.01
62389,,8-Feb,AJAXPCKRN,ON,0.04
62389,,8-Feb,TILBURY,ON,0.07
62786,,2-Feb,SARNIA,ON,0.01
62786,,2-Feb,SARNIA,ON,0.06
62786,,2-Feb,SARNIA,ON,0.02
62786,,2-Feb,SARNIA,ON,0.03
62786,,2-Feb,SARNIA,ON,0.01
62786,,2-Feb,PETROLIA,ON,0.03
62786,,2-Feb,STRATFORD,ON,0.02
62786,,2-Feb,WALLACEBG,ON,0.01
62786,,2-Feb,SARNIA,ON,0.01
62786,,2-Feb,SARNIA,ON,0.01
62786,,2-Feb,SARNIA,ON,0.01
62786,,2-Feb,CORUNNA,ON,0.04
64624,,2-Feb,SOUTHRIVE,ON,0.04
64624,,2-Feb,TILBURY,ON,0.03
64624,,3-Feb,SARNIA,ON,0.01
64624,,3-Feb,GRAYLING,MI,0.07
64624,,5-Feb,CHATHAM,ON,0.03
64624,,5-Feb,CHATHAM,ON,0.04
64624,,8-Feb,BURLINGTO,ON,0.03
66899,,3-Feb,HAMILTON,ON,0.05
66899,,4-Feb,CHATHAM,ON,0.02
66899,,4-Feb,DRESDEN,ON,0.01
66899,,4-Feb,CHATHAM,ON,0.01
66899,,4-Feb,CHATHAM,ON,0.03
66899,,5-Feb,LONDON,ON,0.03
66899,,8-Feb,PONTIAC,MI,0.16
68284,,3-Feb,BRAMPTON,ON,0.01
68284,,3-Feb,WALLACEBG,ON,0.01
68284,,4-Feb,KITCHEWTR,ON,0.01
68284,,4-Feb,CHATHAM,ON,0.01
68284,,4-Feb,WALLACEBG,ON,0.02
68284,,4-Feb,LONDON,ON,0.01
68284,,5-Feb,CHATHAM,ON,0.01
68284,,5-Feb,KITCHEWTR,ON,0.02
68284,,5-Feb,HESPELER,ON,0.02
68284,,5-Feb,WALLACEBG,ON,0.01
69583,,1-Feb,CHATHAM,ON,0.02
69583,,1-Feb,BRIGDEN,ON,0.03
69583,,2-Feb,SARNIA,ON,0.02
69583,,3-Feb,LONDON,ON,0.01
69583,,3-Feb,BRIGHTSGR,ON,0.02
69583,,3-Feb,CORUNNA,ON,0.02
69583,,3-Feb,WALLACEBG,ON,0.01
69583,,5-Feb,SARNIA,ON,0.02
69583,,5-Feb,SARNIA,ON,0.02
69583,,5-Feb,SARNIA,ON,0.02
69583,,5-Feb,SARNIA,ON,0.02
69583,,5-Feb,LONDON,ON,0.07
69583,,8-Feb,CHATHAM,ON,0.03
69583,,8-Feb,SARNIA,ON,0.02
69583,,8-Feb,SARNIA,ON,0.02
69583,,8-Feb,WALLACEBG,ON,0.02
69583,,8-Feb,SARNIA,ON,0.01
69946,,1-Feb,CHATHAM,ON,0.05
69946,,1-Feb,KITCHEWTR,ON,0.01
69946,,1-Feb,SARNIA,ON,0.01
69946,,1-Feb,SARNIA,ON,0.01
69946,,1-Feb,SARNIA,ON,0.01
69946,,1-Feb,SARNIA,ON,0.01
69946,,1-Feb,SARNIA,ON,0.01
69946,,1-Feb,SARNIA,ON,0.01
69946,,1-Feb,SARNIA,ON,0.01
72821,,4-Feb,CHATHAM,ON,0.03
73706,,1-Feb,TORONTO,ON,0.02
73706,,1-Feb,KITCHEWTR,ON,0.01
73706,,2-Feb,CHATHAM,ON,0.01
73706,,2-Feb,PT LAMBTO,ON,0.01
73706,,2-Feb,CHATHAM,ON,0.01
73706,,3-Feb,TORONTO,ON,0.01
73706,,4-Feb,CHATHAM,ON,0.01
73706,,8-Feb,CHATHAM,ON,0.01
73706,,8-Feb,CHATHAM,ON,0.01
73706,,8-Feb,CHATHAM,ON,0.04
75817,,1-Feb,FTMCMURRA,AB,0.14
75817,,3-Feb,CHATHAM,ON,0.01
75817,,3-Feb,CHATHAM,ON,0.04
75817,,3-Feb,CHATHAM,ON,0.01
75817,,3-Feb,LONDON,ON,0.01
75817,,3-Feb,BRIGDEN,ON,0.01
75817,,3-Feb,SARNIA,ON,0.01
75817,,3-Feb,CHATHAM,ON,0.02
75817,,3-Feb,RIDGETOWN,ON,0.01
75817,,3-Feb,CHATHAM,ON,0.01
75817,,3-Feb,SARNIA,ON,0.02
75817,,3-Feb,CHATHAM,ON,0.02
75817,,3-Feb,CHATHAM,ON,0.01
75817,,4-Feb,CHATHAM,ON,0.02
75817,,4-Feb,CHATHAM,ON,0.01
75817,,4-Feb,CHATHAM,ON,0.01
75817,,4-Feb,CHATHAM,ON,0.02
75817,,4-Feb,WALLACEBG,ON,0.01
75817,,4-Feb,STCTNSTHL,ON,0.01
75817,,4-Feb,CHATHAM,ON,0.01
75817,,4-Feb,CHATHAM,ON,0.01
75817,,4-Feb,CHATHAM,ON,0.04
75817,,4-Feb,BLENHEIM,ON,0.01
75817,,4-Feb,DRESDEN,ON,0.01
75817,,4-Feb,CHATHAM,ON,0.01
75817,,4-Feb,CHATHAM,ON,0.01
75817,,4-Feb,CHATHAM,ON,0.01
75817,,4-Feb,CHATHAM,ON,0.01
75817,,5-Feb,LONDON,ON,0.01
76738,,1-Feb,TORONTO,ON,0.01
78017,,2-Feb,NORTHBROO,IL,0.51
78017,,2-Feb,CHARLES C,IA,0.06
78017,,2-Feb,CHARLES C,IA,0.52
78193,,3-Feb,THORNHILL,ON,0.01
78193,,3-Feb,TORONTO,ON,0.01
78193,,3-Feb,THORNHILL,ON,0.15
78193,,3-Feb,FARMINGDL,NY,0.02
78193,,4-Feb,HIGH POIN,NC,0.01
81610,,1-Feb,SARNIA,ON,0.03
81611,,2-Feb,TORONTO,ON,0.57
81611,,2-Feb,TORONTO,ON,1.28
82084,,4-Feb,WALLACEBG,ON,0.01
82084,,4-Feb,CHATHAM,ON,0.01
82084,,4-Feb,RIDGETOWN,ON,0.01
82084,,4-Feb,CHATHAM,ON,0.01
82084,,4-Feb,SARNIA,ON,0.01
82084,,4-Feb,LONDON,ON,0.01
82084,,4-Feb,CHATHAM,ON,0.01
82084,,4-Feb,CHATHAM,ON,0.01
82084,,4-Feb,SUDBURY,ON,0.01
82084,,4-Feb,LONDON,ON,0.01
82084,,5-Feb,BILLINGS,MT,0.01
82084,,5-Feb,LONDON,ON,0.01
82084,,5-Feb,LONDON,ON,0.01
82084,,5-Feb,CHATHAM,ON,0.01
82084,,5-Feb,SARNIA,ON,0.01
82084,,5-Feb,CHATHAM,ON,0.01
82084,,5-Feb,CHATHAM,ON,0.01
82084,,6-Feb,LONDON,ON,0.01
82084,,6-Feb,SARNIA,ON,0.01
82084,,6-Feb,LONDON,ON,0.01
82084,,6-Feb,CHATHAM,ON,0.01
82084,,6-Feb,TILBURY,ON,0.01
85406,,8-Feb,KITCHEWTR,ON,0.23
85406,,8-Feb,TORONTO,ON,0.85
88341,,1-Feb,TORONTO,ON,0.35
88341,,3-Feb,PROVO,UT,0.03
88341,,3-Feb,TORONTO,ON,0.01
90021,,2-Feb,TORONTO,ON,0.38
90021,,4-Feb,SARNIA,ON,0.1
90021,,5-Feb,TORONTO,ON,0.38
90021,,8-Feb,MALTON,ON,0.02
91291,,1-Feb,MONTREAL,PQ,0.01
91291,,1-Feb,KITCHEWTR,ON,0.02
91291,,1-Feb,KITCHEWTR,ON,0.02
91291,,2-Feb,FARMINGDL,NY,0.1
91291,,2-Feb,HSTNSUBUR,TX,0.01
91291,,3-Feb,SAN MONIC,CA,0.01
91291,,3-Feb,SAN MONIC,CA,0.01
91291,,3-Feb,MARSHFIEL,WI,0.02
91291,,3-Feb,KITCHEWTR,ON,0.01
91291,,3-Feb,ST JEAN,PQ,0.01
91291,,3-Feb,HESPELER,ON,0.03
91291,,3-Feb,HSTNSUBUR,TX,0.08
91291,,4-Feb,ATLANTA,GA,0.01
91291,,4-Feb,ATLANTA,GA,0.01
91291,,4-Feb,SAGINAW,MI,0.01
91291,,4-Feb,SADLBK VL,CA,0.38
91291,,5-Feb,ATLANTA,GA,0.03
91291,,5-Feb,SADLBK VL,CA,0.01
91291,,5-Feb,ST JEAN,PQ,0.23
91291,,8-Feb,SANTA ANA,CA,0.68
94579,,5-Feb,SARNIA,ON,0.09
94579,,8-Feb,CHATHAM,ON,0.01
94579,,8-Feb,SARNIA,ON,0.02
94579,,8-Feb,WALLACEBG,ON,0.01
94579,,6-Feb,SARNIA,,0.01
94579,,6-Feb,FOREST,,0.06
94579,,6-Feb,AYLMER,,0.05
94579,,6-Feb,WINDSOR,,0.09
94579,,6-Feb,LONDON,,0.03
94579,,7-Feb,LAMBETH,,0.04
94579,,7-Feb,SARNIA,,0
94579,,7-Feb,WINDSOR,,0.17
94579,,7-Feb,WINDSOR,,0.14
94579,,8-Feb,ESSEX,,0.02
94579,,8-Feb,CHATHAM,,0.17
94579,,8-Feb,ESSEX,,0.09
94579,,8-Feb,INWOOD,,0
94579,,8-Feb,INWOOD,,0.07
94579,,8-Feb,WINDSOR,,0
94579,,8-Feb,LONDON,,0.06
94579,,8-Feb,LONDON,,0.04
94579,,8-Feb,LONDON,,0.04
94579,,8-Feb,SARNIA,,0.06
94579,,8-Feb,WINDSOR,,0.04
94579,,8-Feb,CHATHAM,,0.02
94579,,8-Feb,EMERYVILL,,0.07
94579,,8-Feb,WOODSTOCK,,0.01
94579,,8-Feb,WOODSTOCK,,0.03
94579,,8-Feb,WINDSOR,,0
94579,,8-Feb,ST THOMAS,,0.08
94579,,8-Feb,WINDSOR,,0.03
94579,,8-Feb,LONDON,,0.03
94579,,8-Feb,SARNIA,,0.12
94579,,8-Feb,LONDON,,0.1
94579,,8-Feb,TILBURY,,0.02
94579,,8-Feb,FOREST,,0.04
94579,,1-Feb,CHATHAM,,0.04
94579,,1-Feb,WINDSOR,,0.15
94579,,1-Feb,PETROLIA,,0.04
94579,,1-Feb,CHATHAM,,0.11
94579,,1-Feb,SARNIA,,0.07
94579,,1-Feb,WALLACEBG,,0.21
94579,,1-Feb,TILLSONBG,,0.06
94579,,1-Feb,SARNIA,,0.17
94579,,1-Feb,AMHERSTBG,,0.05
94579,,1-Feb,LONDON,,0.05
94579,,1-Feb,LONDON,,0.12
94579,,1-Feb,LONDON,,0.01
94579,,1-Feb,LONDON,,0.01
94579,,1-Feb,LONDON,,0.21
94579,,2-Feb,ST THOMAS,,0.02
94579,,1-Feb,LONDON,,0.01
94579,,1-Feb,SARNIA,,0.01
94579,,1-Feb,LAMBETH,,0.03
94579,,1-Feb,STRATFORD,,0.05
94579,,1-Feb,GRAND BEN,,0.08
94579,,1-Feb,STRATFORD,,0.08
94579,,1-Feb,DUTTON,,0.05
94579,,1-Feb,LONDON,,0.09
94579,,1-Feb,ST THOMAS,,0.05
94579,,1-Feb,TECUMSEH,,0.06
94579,,1-Feb,LONDON,,0.02
94579,,1-Feb,SARNIA,,0.09
94579,,1-Feb,STRAFORDV,,0.01
94579,,1-Feb,LAMBETH,,0.1
94579,,1-Feb,WINDSOR,,0.09
94579,,1-Feb,CHATHAM,,0.07
94579,,1-Feb,WINDSOR,,0.1
94579,,1-Feb,LONDON,,0.09
94579,,1-Feb,STRAFORDV,,0.04
94579,,1-Feb,SARNIA,,0.01
94579,,1-Feb,AYLMER,,0.03
94579,,1-Feb,SARNIA,,0.12
94579,,1-Feb,SARNIA,,0.1
94579,,1-Feb,LONDON,,0.09
94579,,1-Feb,SARNIA,,0.04
94579,,1-Feb,WINDSOR,,0.13
94579,,1-Feb,WOODSTOCK,,0.09
94579,,1-Feb,SARNIA,,0.07
94579,,1-Feb,WOODSTOCK,,0.02
94579,,1-Feb,WINDSOR,,0.05
94579,,1-Feb,LONDON,,0.15
94579,,1-Feb,WINDSOR,,0.02
94579,,1-Feb,WINDSOR,,0.03
94579,,2-Feb,TECUMSEH,,0.11
94579,,2-Feb,WINDSOR,,0.08
94579,,2-Feb,WINDSOR,,0.07
94579,,2-Feb,WINDSOR,,0.06
94579,,3-Feb,WINDSOR,,0.06
94579,,4-Feb,WINDSOR,,0.01
94579,,5-Feb,LA SALLE,,0.07
94579,,5-Feb,WINDSOR,,0.02
94579,,5-Feb,WINDSOR,,0.16
94579,,6-Feb,WINDSOR,,0.05
94579,,6-Feb,WINDSOR,,0.02
94579,,6-Feb,WINDSOR,,0.04
94579,,8-Feb,LA SALLE,,0.02
Account Code Summary by NPA,,13-Feb,STRATFORD    ON   WINDSOR,,2.17
Account Code Summary by NPA,,15-Feb,STRATFORD    ON   WINDSOR,,3.81
Account Code Summary by NPA,,10-Feb,WINDSOR,ON,0.01
Account Code Summary by NPA,,10-Feb,WINDSOR,ON,0.01
Account Code Summary by NPA,,12-Feb,WINDSOR,ON,0.01
Account Code Summary by NPA,,16-Feb,MELBOURNE    ON,,0.01
Account Code Summary by NPA,,20-Feb,WINDSOR,ON,0.01
Account Code Summary by NPA,,23-Feb,WINDSOR,ON,0.01
Account Code Summary by NPA,,25-Feb,TORONTO,ON,0.02
Account Code Summary by NPA,,25-Feb,WINDSOR,ON,0.02
Account Code Summary by NPA,,28-Feb,WINDSOR,ON,0.01
Account Code Summary by NPA,,Feb-29,WINDSOR,ON,0.01
Account Code Summary by NPA,,10-Feb,DETROIT,MI,0.03
Account Code Summary by NPA,,17-Feb,TORONTO,ON,3.71
Account Code Summary by NPA,,18-Feb,TORONTO,ON,4.18
Account Code Summary by NPA,,18-Feb,SARNIA,ON,0.01
Account Code Summary by NPA,,19-Feb,CORUNNA,ON,0.02
Account Code Summary by NPA,,22-Feb,CHARLES C,IA,0.78
Account Code Summary by NPA,,23-Feb,BARRIE,ON,0.02
Account Code Summary by NPA,,23-Feb,LONDON,ON,0.01
Account Code Summary by NPA,,25-Feb,LEAMINGTO     ON,,0.03
Account Code Summary by NPA,,25-Feb,ENGLEHART    ON,,0.01
Account Code Summary by NPA,,28-Feb,GRIMSBY,ON,0.02
Account Code Summary by NPA,,16-Feb,TORONTO,ON,0.02
Account Code Summary by NPA,,16-Feb,COOKSVILL,ON,0.01
Account Code Summary by NPA,,Feb-29,TORONTO,ON,0.03
Account Code Summary by NPA,,17-Feb,OTTAWAHUL    ON,,0.02
Account Code Summary by NPA,,18-Feb,TORONTO,ON,0.02
Account Code Summary by NPA,,18-Feb,SARNIA,ON,0.01
Account Code Summary by NPA,,22-Feb,LONDON,ON,0.01
Account Code Summary by NPA,,24-Feb,TORONTO,ON,0.01
Account Code Summary by NPA,,24-Feb,TORONTO,ON,0.01
Account Code Summary by NPA,,9-Feb,SARNIA,ON,0.01
Account Code Summary by NPA,,9-Feb,ST THOMAS     ON,,0.01
Account Code Summary by NPA,,10-Feb,LONDON,ON,0.05
Account Code Summary by NPA,,10-Feb,ST THOMAS     ON,,0.03
Account Code Summary by NPA,,10-Feb,KITCHEWTR     ON,,0.08
Account Code Summary by NPA,,10-Feb,KITCHEWTR     ON,,0.03
Account Code Summary by NPA,,11-Feb,WALLACEBG    ON,,0.02
Account Code Summary by NPA,,11-Feb,WOODSTOCK   ON,,0.01
Account Code Summary by NPA,,11-Feb,LONDON,ON,0.02
Account Code Summary by NPA,,11-Feb,LONDON,ON,0.03
Account Code Summary by NPA,,12-Feb,LONDON,ON,0.01
Account Code Summary by NPA,,16-Feb,STREETSVL,ON,0.01
Account Code Summary by NPA,,16-Feb,CHATHAM,ON,0.01
Account Code Summary by NPA,,16-Feb,FERDINAND,IN,0.01
Account Code Summary by NPA,,16-Feb,TORONTO,ON,0.01
Account Code Summary by NPA,,17-Feb,MONTREAL,PQ,0.01
